incident_id,door_id,timestamp,days_to_next_failure,door_type,usage_scenario,installation_environment,motor_temp_mean,motor_temp_max,motor_torque_mean,motor_torque_max,emergency_stops_count,photocell_blocks_count,maintenance_type,number_of_past_failures
INC-I-CN-000294-653,I-CN-000294,2025-01-01 10:12:45,1.6147337962962962,ROLLfast Industrial 300,intensive,High Speed Door,47.132048536759456,59,19.072790863668807,26.18,0,0,Preventive,2
INC-I-CN-000294-1769,I-CN-000294,2025-01-03 00:57:58,,ROLLfast Industrial 300,intensive,High Speed Door,46.85364943065149,60,19.05448385290274,27.25,0,0,Preventive,2
INC-I-CN-000295-134,I-CN-000295,2025-01-01 12:12:37,0.32048611111111114,ROLLfast Industrial 300,intensive,High Speed Door,47.04288164665523,59,19.076277873070328,27.11,0,0,Corrective,4
INC-I-CN-000295-31,I-CN-000295,2025-01-01 19:54:07,0.19090277777777778,ROLLfast Industrial 300,intensive,High Speed Door,46.85914085914086,65,19.035934065934068,27.24,0,0,Corrective,4
INC-I-CN-000295-873,I-CN-000295,2025-01-02 00:29:01,0.4994560185185185,ROLLfast Industrial 300,intensive,High Speed Door,47.44806201550388,65,19.030046511627905,27.23,0,0,Corrective,4
INC-I-CN-000295-1385,I-CN-000295,2025-01-02 12:28:14,1.1476041666666668,ROLLfast Industrial 300,intensive,High Speed Door,46.6805831676607,63,18.96596421471173,26.48,0,0,Corrective,4
INC-I-CN-000295-1618,I-CN-000295,2025-01-03 16:00:47,,ROLLfast Industrial 300,intensive,High Speed Door,46.971112999150385,63,19.02054658736902,26.93,0,0,Corrective,4
INC-I-CN-000296-778,I-CN-000296,2025-01-01 05:32:08,0.5259375,ROLLfast Industrial 300,intensive,High Speed Door,47.694736842105264,63,19.1410977443609,22.96,0,0,Major Repair,6
INC-I-CN-000296-733,I-CN-000296,2025-01-01 18:09:29,0.6755324074074074,ROLLfast Industrial 300,intensive,High Speed Door,47.129255626081935,64,19.020548182342758,27.06,0,0,Major Repair,6
INC-I-CN-000296-1396,I-CN-000296,2025-01-02 10:22:15,0.2563310185185185,ROLLfast Industrial 300,intensive,High Speed Door,46.98880429914912,63,18.956309896999553,25.4,0,0,Major Repair,6
INC-I-CN-000296-1216,I-CN-000296,2025-01-02 16:31:22,0.028819444444444446,ROLLfast Industrial 300,intensive,High Speed Door,46.900862068965516,61,19.065775862068964,26.3,0,0,Major Repair,6
INC-I-CN-000296-960,I-CN-000296,2025-01-02 17:12:52,0.2117476851851852,ROLLfast Industrial 300,intensive,High Speed Door,47.74226804123711,59,18.805670103092783,26.92,0,0,Major Repair,6
INC-I-CN-000296-1001,I-CN-000296,2025-01-02 22:17:47,0.5531944444444444,ROLLfast Industrial 300,intensive,High Speed Door,46.943370165745854,62,19.136809392265196,26.34,0,0,Major Repair,6
INC-I-CN-000296-1637,I-CN-000296,2025-01-03 11:34:23,0.14759259259259258,ROLLfast Industrial 300,intensive,High Speed Door,46.951639799888824,63,19.084241245136187,27.5,0,0,Major Repair,6
INC-I-CN-000296-1958,I-CN-000296,2025-01-03 15:06:55,0.26707175925925924,ROLLfast Industrial 300,intensive,High Speed Door,46.89760348583878,64,18.88956427015251,27.48,0,0,Major Repair,6
INC-I-CN-000296-1734,I-CN-000296,2025-01-03 21:31:30,0.06725694444444444,ROLLfast Industrial 300,intensive,High Speed Door,46.86199095022624,63,19.045995475113127,27.29,0,0,Major Repair,6
INC-I-CN-000296-2297,I-CN-000296,2025-01-03 23:08:21,,ROLLfast Industrial 300,intensive,High Speed Door,46.86594202898551,65,18.852210144927536,26.37,0,0,Major Repair,6
INC-I-CN-000297-677,I-CN-000297,2025-01-01 12:06:20,1.2008680555555555,ROLLfast Industrial 300,intensive,High Speed Door,47.07708189951824,59,19.016462491397107,23.0,0,0,Inspection,2
INC-I-CN-000297-820,I-CN-000297,2025-01-02 16:55:35,0.48846064814814816,ROLLfast Industrial 300,intensive,High Speed Door,47.08832807570978,63,18.97699789695058,26.24,0,0,Inspection,2
INC-I-CN-000297-1623,I-CN-000297,2025-01-03 04:38:58,0.2540162037037037,ROLLfast Industrial 300,intensive,High Speed Door,47.053388090349074,62,18.959883641341545,27.51,0,0,Inspection,2
INC-I-CN-000297-2032,I-CN-000297,2025-01-03 10:44:45,0.17005787037037037,ROLLfast Industrial 300,intensive,High Speed Door,47.34653465346535,64,19.028217821782178,27.96,0,0,Inspection,2
INC-I-CN-000297-2134,I-CN-000297,2025-01-03 14:49:38,,ROLLfast Industrial 300,intensive,High Speed Door,47.35925925925926,63,19.040296296296297,25.15,0,0,Inspection,2
INC-I-CN-000298-124,I-CN-000298,2025-01-01 16:08:55,0.12244212962962962,ROLLfast Industrial 300,intensive,High Speed Door,46.934243803743044,59,18.9961153262519,23.0,0,0,Major Repair,5
INC-I-CN-000298-625,I-CN-000298,2025-01-01 19:05:14,0.3394097222222222,ROLLfast Industrial 300,intensive,High Speed Door,47.35353535353536,59,19.063560606060605,25.97,0,0,Major Repair,5
INC-I-CN-000298-1247,I-CN-000298,2025-01-02 03:13:59,1.7890277777777779,ROLLfast Industrial 300,intensive,High Speed Door,47.23033707865169,61,18.929943820224718,27.67,0,0,Major Repair,5
INC-I-CN-000298-1849,I-CN-000298,2025-01-03 22:10:11,,ROLLfast Industrial 300,intensive,High Speed Door,47.114879836372936,65,19.048581898755753,27.78,0,0,Major Repair,5
INC-I-CN-000299-96,I-CN-000299,2025-01-01 05:10:47,0.3641087962962963,ROLLfast Industrial 300,intensive,High Speed Door,47.09436834094368,59,18.906270928462707,22.99,0,0,Preventive,3
INC-I-CN-000299-338,I-CN-000299,2025-01-01 13:55:06,0.19943287037037036,ROLLfast Industrial 300,intensive,High Speed Door,47.164673413063475,63,19.06407543698252,25.59,0,0,Preventive,3
INC-I-CN-000299-221,I-CN-000299,2025-01-01 18:42:17,0.5810300925925926,ROLLfast Industrial 300,intensive,High Speed Door,47.502362204724406,59,18.895291338582677,26.02,0,0,Preventive,3
INC-I-CN-000299-1321,I-CN-000299,2025-01-02 08:38:58,,ROLLfast Industrial 300,intensive,High Speed Door,46.75577219086711,59,18.952580810672142,25.49,0,0,Preventive,3
INC-I-CN-000300-1348,I-CN-000300,2025-01-02 16:16:38,0.7545949074074074,ROLLfast Industrial 300,intensive,High Speed Door,46.92026897214217,59,19.04036311239193,25.71,0,0,Preventive,3
INC-I-CN-000300-1932,I-CN-000300,2025-01-03 10:23:15,,ROLLfast Industrial 300,intensive,High Speed Door,47.13636363636363,65,18.982950174825177,27.33,0,0,Preventive,3
INC-I-CN-000301-137,I-CN-000301,2025-01-01 09:11:08,0.1677662037037037,ROLLfast Industrial 300,intensive,High Speed Door,46.79634049323787,59,18.87494828957836,26.35,0,0,Inspection,1
INC-I-CN-000301-303,I-CN-000301,2025-01-01 13:12:43,0.9077777777777778,ROLLfast Industrial 300,intensive,High Speed Door,46.93922651933702,65,19.018710865561694,27.93,0,0,Inspection,1
INC-I-CN-000301-839,I-CN-000301,2025-01-02 10:59:55,0.037083333333333336,ROLLfast Industrial 300,intensive,High Speed Door,47.14403575111722,65,18.993966998968716,26.06,0,0,Inspection,1
INC-I-CN-000301-1437,I-CN-000301,2025-01-02 11:53:19,0.12469907407407407,ROLLfast Industrial 300,intensive,High Speed Door,47.04697986577181,65,19.08530201342282,25.06,0,0,Inspection,1
INC-I-CN-000301-1205,I-CN-000301,2025-01-02 14:52:53,0.01769675925925926,ROLLfast Industrial 300,intensive,High Speed Door,46.88418079096045,59,18.935197740112994,26.4,0,0,Inspection,1
INC-I-CN-000301-1216,I-CN-000301,2025-01-02 15:18:22,0.3013425925925926,ROLLfast Industrial 300,intensive,High Speed Door,48.486486486486484,64,19.497297297297298,27.2,0,0,Inspection,1
INC-I-CN-000301-941,I-CN-000301,2025-01-02 22:32:18,0.45512731481481483,ROLLfast Industrial 300,intensive,High Speed Door,46.84891304347826,64,19.137489130434783,23.59,0,0,Inspection,1
INC-I-CN-000301-1846,I-CN-000301,2025-01-03 09:27:41,0.48597222222222225,ROLLfast Industrial 300,intensive,High Speed Door,47.157042253521126,59,19.07369014084507,25.72,0,0,Inspection,1
INC-I-CN-000301-1855,I-CN-000301,2025-01-03 21:07:29,,ROLLfast Industrial 300,intensive,High Speed Door,47.014239482200644,64,18.98579935275081,27.23,0,0,Inspection,1
INC-I-CN-000302-120,I-CN-000302,2025-01-01 03:17:15,1.696412037037037,ROLLfast Industrial 300,intensive,High Speed Door,46.88486140724947,59,19.058187633262257,23.0,0,0,Major Repair,7
INC-I-CN-000302-1615,I-CN-000302,2025-01-02 20:00:05,0.338125,ROLLfast Industrial 300,intensive,High Speed Door,47.0448275862069,61,18.996177858439204,25.69,0,0,Major Repair,7
